Business demand trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240826144751

Parameters
Date range,01 Jan 2010 - 30 Jun 2024
Region type,Zone
Time scale,Month
Business demand,All
Show,Total demand

Period start,Period end,Region ID,Region description,Selected business demand (GWh),Regional demand (GWh),Proportion of regional demand (%),National demand (GWh),Proportion of national demand (%)
01/07/2023,31/07/2023,UNI,Upper North Island,590.036,1142.960,51.6,3827.601,15.4
01/08/2023,31/08/2023,UNI,Upper North Island,617.743,1192.106,51.8,3993.331,15.5
01/09/2023,30/09/2023,UNI,Upper North Island,563.191,1009.514,55.8,3491.623,16.1
01/10/2023,31/10/2023,UNI,Upper North Island,564.362,983.808,57.4,3469.761,16.3
01/11/2023,30/11/2023,UNI,Upper North Island,558.150,915.837,60.9,3276.148,17.0
01/12/2023,31/12/2023,UNI,Upper North Island,561.880,921.405,61.0,3335.235,16.8
01/01/2024,31/01/2024,UNI,Upper North Island,582.173,941.041,61.9,3380.764,17.2
01/02/2024,29/02/2024,UNI,Upper North Island,574.002,904.573,63.5,3225.684,17.8
01/03/2024,31/03/2024,UNI,Upper North Island,581.184,939.333,61.9,3393.768,17.1
01/04/2024,30/04/2024,UNI,Upper North Island,555.174,925.122,60.0,3323.179,16.7
01/05/2024,31/05/2024,UNI,Upper North Island,593.551,1073.318,55.3,3795.754,15.6
01/06/2024,30/06/2024,UNI,Upper North Island,558.851,1037.066,53.9,3578.530,15.6
01/01/2010,31/01/2010,USI,Upper South Island,311.578,471.846,66.0,3191.764,9.8
01/02/2010,28/02/2010,USI,Upper South Island,308.803,458.452,67.4,3023.802,10.2
01/03/2010,31/03/2010,USI,Upper South Island,344.876,515.542,66.9,3398.322,10.1
01/04/2010,30/04/2010,USI,Upper South Island,293.250,478.740,61.3,3256.956,9.0
01/05/2010,31/05/2010,USI,Upper South Island,284.488,514.369,55.3,3527.135,8.1
01/06/2010,30/06/2010,USI,Upper South Island,272.248,559.522,48.7,3655.248,7.4
01/07/2010,31/07/2010,USI,Upper South Island,269.396,582.427,46.3,3853.833,7.0
01/08/2010,31/08/2010,USI,Upper South Island,266.465,555.014,48.0,3775.742,7.1
01/09/2010,30/09/2010,USI,Upper South Island,243.689,481.131,50.6,3510.578,6.9
01/10/2010,31/10/2010,USI,Upper South Island,300.093,506.471,59.3,3464.560,8.7
01/11/2010,30/11/2010,USI,Upper South Island,333.766,504.763,66.1,3327.106,10.0
01/12/2010,31/12/2010,USI,Upper South Island,353.157,512.029,69.0,3316.975,10.6
01/01/2011,31/01/2011,USI,Upper South Island,314.162,470.893,66.7,3227.141,9.7
01/02/2011,28/02/2011,USI,Upper South Island,282.414,427.885,66.0,3037.961,9.3
01/03/2011,31/03/2011,USI,Upper South Island,267.209,427.433,62.5,3309.534,8.1
01/04/2011,30/04/2011,USI,Upper South Island,246.238,434.520,56.7,3274.738,7.5
01/05/2011,31/05/2011,USI,Upper South Island,236.583,471.062,50.2,3498.651,6.8
01/06/2011,30/06/2011,USI,Upper South Island,241.155,495.572,48.7,3550.332,6.8
01/07/2011,31/07/2011,USI,Upper South Island,250.293,545.797,45.9,3834.709,6.5
01/08/2011,31/08/2011,USI,Upper South Island,248.891,548.973,45.3,3861.973,6.4
01/09/2011,30/09/2011,USI,Upper South Island,228.262,475.179,48.0,3535.126,6.5
01/10/2011,31/10/2011,USI,Upper South Island,241.328,454.042,53.2,3408.067,7.1
01/11/2011,30/11/2011,USI,Upper South Island,273.467,448.520,61.0,3257.984,8.4
01/12/2011,31/12/2011,USI,Upper South Island,297.441,463.488,64.2,3252.385,9.1
01/01/2012,31/01/2012,USI,Upper South Island,321.119,478.358,67.1,3215.542,10.0
01/02/2012,29/02/2012,USI,Upper South Island,289.753,439.216,66.0,3079.695,9.4
01/03/2012,31/03/2012,USI,Upper South Island,258.043,430.765,59.9,3263.985,7.9
01/04/2012,30/04/2012,USI,Upper South Island,250.107,431.263,58.0,3186.428,7.8
01/05/2012,31/05/2012,USI,Upper South Island,280.961,508.662,55.2,3568.813,7.9
01/06/2012,30/06/2012,USI,Upper South Island,260.826,541.056,48.2,3630.154,7.2
01/07/2012,31/07/2012,USI,Upper South Island,243.576,550.696,44.2,3767.891,6.5
01/08/2012,31/08/2012,USI,Upper South Island,243.759,520.836,46.8,3668.863,6.6
01/09/2012,30/09/2012,USI,Upper South Island,251.637,475.088,53.0,3411.850,7.4
01/10/2012,31/10/2012,USI,Upper South Island,271.919,472.371,57.6,3405.994,8.0
01/11/2012,30/11/2012,USI,Upper South Island,286.294,460.313,62.2,3240.911,8.8
01/12/2012,31/12/2012,USI,Upper South Island,335.644,498.805,67.3,3257.418,10.3
01/01/2013,31/01/2013,USI,Upper South Island,346.213,495.869,69.8,3230.524,10.7
01/02/2013,28/02/2013,USI,Upper South Island,327.533,467.291,70.1,3006.925,10.9
01/03/2013,31/03/2013,USI,Upper South Island,329.087,489.251,67.3,3258.119,10.1
01/04/2013,30/04/2013,USI,Upper South Island,272.909,451.221,60.5,3135.393,8.7
01/05/2013,31/05/2013,USI,Upper South Island,275.186,506.706,54.3,3467.561,7.9
01/06/2013,30/06/2013,USI,Upper South Island,263.124,529.832,49.7,3547.057,7.4
01/07/2013,31/07/2013,USI,Upper South Island,244.482,533.188,45.9,3686.571,6.6
01/08/2013,31/08/2013,USI,Upper South Island,248.509,509.283,48.8,3581.905,6.9
01/09/2013,30/09/2013,USI,Upper South Island,251.366,472.329,53.2,3408.327,7.4
01/10/2013,31/10/2013,USI,Upper South Island,266.750,465.024,57.4,3340.851,8.0
01/11/2013,30/11/2013,USI,Upper South Island,332.913,498.819,66.7,3245.191,10.3
01/12/2013,31/12/2013,USI,Upper South Island,319.521,477.705,66.9,3204.698,10.0
01/01/2014,31/01/2014,USI,Upper South Island,347.395,499.521,69.5,3223.176,10.8
01/02/2014,28/02/2014,USI,Upper South Island,328.959,471.187,69.8,3026.522,10.9
01/03/2014,31/03/2014,USI,Upper South Island,279.510,450.871,62.0,3238.699,8.6
01/04/2014,30/04/2014,USI,Upper South Island,266.268,452.780,58.8,3160.618,8.4
01/05/2014,31/05/2014,USI,Upper South Island,270.585,499.953,54.1,3461.354,7.8
01/06/2014,30/06/2014,USI,Upper South Island,249.794,508.041,49.2,3462.707,7.2
01/07/2014,31/07/2014,USI,Upper South Island,272.803,551.237,49.5,3765.319,7.2
01/08/2014,31/08/2014,USI,Upper South Island,262.201,535.185,49.0,3733.518,7.0
01/09/2014,30/09/2014,USI,Upper South Island,257.519,490.274,52.5,3432.844,7.5
01/10/2014,31/10/2014,USI,Upper South Island,315.514,519.064,60.8,3462.069,9.1
01/11/2014,30/11/2014,USI,Upper South Island,357.974,533.319,67.1,3326.752,10.8
01/12/2014,31/12/2014,USI,Upper South Island,363.356,527.458,68.9,3308.481,11.0
01/01/2015,31/01/2015,USI,Upper South Island,400.825,550.220,72.8,3318.979,12.1
01/02/2015,28/02/2015,USI,Upper South Island,350.246,493.234,71.0,3053.446,11.5
01/03/2015,31/03/2015,USI,Upper South Island,332.372,492.885,67.4,3325.737,10.0
01/04/2015,30/04/2015,USI,Upper South Island,278.689,460.524,60.5,3221.613,8.7
01/05/2015,31/05/2015,USI,Upper South Island,272.834,499.248,54.6,3520.935,7.7
01/06/2015,30/06/2015,USI,Upper South Island,263.730,535.500,49.2,3597.753,7.3
01/07/2015,31/07/2015,USI,Upper South Island,264.532,566.396,46.7,3823.943,6.9
01/08/2015,31/08/2015,USI,Upper South Island,275.746,553.226,49.8,3787.990,7.3
01/09/2015,30/09/2015,USI,Upper South Island,264.972,507.463,52.2,3541.191,7.5
01/10/2015,31/10/2015,USI,Upper South Island,332.411,526.962,63.1,3459.358,9.6
01/11/2015,30/11/2015,USI,Upper South Island,371.400,542.594,68.4,3344.092,11.1
01/12/2015,31/12/2015,USI,Upper South Island,386.112,549.481,70.3,3349.053,11.5
01/01/2016,31/01/2016,USI,Upper South Island,318.767,471.517,67.6,3244.064,9.8
01/02/2016,29/02/2016,USI,Upper South Island,345.358,488.366,70.7,3143.102,11.0
01/03/2016,31/03/2016,USI,Upper South Island,347.059,509.011,68.2,3339.252,10.4
01/04/2016,30/04/2016,USI,Upper South Island,278.795,455.595,61.2,3188.037,8.7
01/05/2016,31/05/2016,USI,Upper South Island,257.529,499.954,51.5,3441.136,7.5
01/06/2016,30/06/2016,USI,Upper South Island,246.603,506.232,48.7,3519.591,7.0
01/07/2016,31/07/2016,USI,Upper South Island,261.963,537.411,48.7,3735.552,7.0
01/08/2016,31/08/2016,USI,Upper South Island,273.470,560.866,48.8,3830.303,7.1
01/09/2016,30/09/2016,USI,Upper South Island,261.308,488.956,53.4,3460.877,7.6
01/10/2016,31/10/2016,USI,Upper South Island,270.490,469.116,57.7,3350.668,8.1
01/11/2016,30/11/2016,USI,Upper South Island,283.054,454.798,62.2,3228.169,8.8
01/12/2016,31/12/2016,USI,Upper South Island,337.022,501.911,67.1,3266.511,10.3
01/01/2017,31/01/2017,USI,Upper South Island,346.346,500.815,69.2,3255.406,10.6
01/02/2017,28/02/2017,USI,Upper South Island,352.664,496.434,71.0,3068.127,11.5
01/03/2017,31/03/2017,USI,Upper South Island,310.045,475.982,65.1,3322.395,9.3
01/04/2017,30/04/2017,USI,Upper South Island,252.317,446.067,56.6,3195.343,7.9
01/05/2017,31/05/2017,USI,Upper South Island,284.622,529.209,53.8,3614.430,7.9
01/06/2017,30/06/2017,USI,Upper South Island,259.819,539.138,48.2,3600.271,7.2
01/07/2017,31/07/2017,USI,Upper South Island,272.391,572.705,47.6,3835.736,7.1
01/08/2017,31/08/2017,USI,Upper South Island,266.331,540.409,49.3,3742.608,7.1
01/09/2017,30/09/2017,USI,Upper South Island,263.090,489.933,53.7,3464.129,7.6
01/10/2017,31/10/2017,USI,Upper South Island,278.952,469.053,59.5,3388.688,8.2
01/11/2017,30/11/2017,USI,Upper South Island,379.306,542.688,69.9,3340.395,11.4
01/12/2017,31/12/2017,USI,Upper South Island,394.467,550.900,71.6,3342.395,11.8
01/01/2018,31/01/2018,USI,Upper South Island,333.069,483.060,68.9,3300.396,10.1
01/02/2018,28/02/2018,USI,Upper South Island,274.259,422.580,64.9,2988.547,9.2
01/03/2018,31/03/2018,USI,Upper South Island,275.467,439.147,62.7,3248.978,8.5
01/04/2018,30/04/2018,USI,Upper South Island,274.834,469.536,58.5,3278.205,8.4
01/05/2018,31/05/2018,USI,Upper South Island,279.728,520.807,53.7,3601.134,7.8
01/06/2018,30/06/2018,USI,Upper South Island,262.230,546.644,48.0,3715.167,7.1
01/07/2018,31/07/2018,USI,Upper South Island,263.326,556.259,47.3,3833.062,6.9
01/08/2018,31/08/2018,USI,Upper South Island,276.816,544.541,50.8,3791.038,7.3
01/09/2018,30/09/2018,USI,Upper South Island,268.897,498.884,53.9,3509.119,7.7
01/10/2018,31/10/2018,USI,Upper South Island,313.775,513.615,61.1,3464.870,9.1
01/11/2018,30/11/2018,USI,Upper South Island,275.999,449.147,61.4,3251.854,8.5
01/12/2018,31/12/2018,USI,Upper South Island,260.860,427.760,61.0,3190.955,8.2
01/01/2019,31/01/2019,USI,Upper South Island,373.523,528.975,70.6,3363.815,11.1
01/02/2019,28/02/2019,USI,Upper South Island,354.454,496.874,71.3,3128.506,11.3
01/03/2019,31/03/2019,USI,Upper South Island,331.281,494.981,66.9,3362.934,9.9
01/04/2019,30/04/2019,USI,Upper South Island,275.828,465.169,59.3,3286.328,8.4
01/05/2019,31/05/2019,USI,Upper South Island,274.401,508.429,54.0,3527.979,7.8
01/06/2019,30/06/2019,USI,Upper South Island,268.313,551.475,48.7,3644.598,7.4
01/07/2019,31/07/2019,USI,Upper South Island,261.870,555.749,47.1,3793.271,6.9
01/08/2019,31/08/2019,USI,Upper South Island,281.204,565.050,49.8,3882.795,7.2
01/09/2019,30/09/2019,USI,Upper South Island,267.976,506.951,52.9,3555.084,7.5
01/10/2019,31/10/2019,USI,Upper South Island,284.006,492.548,57.7,3516.429,8.1
01/11/2019,30/11/2019,USI,Upper South Island,334.139,500.929,66.7,3290.908,10.2
01/12/2019,31/12/2019,USI,Upper South Island,372.398,535.163,69.6,3348.963,11.1
01/01/2020,31/01/2020,USI,Upper South Island,406.643,563.004,72.2,3392.296,12.0
01/02/2020,29/02/2020,USI,Upper South Island,362.473,511.617,70.8,3212.346,11.3
01/03/2020,31/03/2020,USI,Upper South Island,327.897,507.500,64.6,3296.679,9.9
01/04/2020,30/04/2020,USI,Upper South Island,216.603,422.362,51.3,2834.598,7.6
01/05/2020,31/05/2020,USI,Upper South Island,269.852,515.560,52.3,3508.203,7.7
01/06/2020,30/06/2020,USI,Upper South Island,263.584,549.426,48.0,3601.587,7.3
01/07/2020,31/07/2020,USI,Upper South Island,277.278,588.133,47.1,3885.162,7.1
01/08/2020,31/08/2020,USI,Upper South Island,273.918,544.369,50.3,3746.627,7.3
01/09/2020,30/09/2020,USI,Upper South Island,280.308,503.559,55.7,3557.671,7.9
01/10/2020,31/10/2020,USI,Upper South Island,354.251,553.039,64.1,3524.138,10.1
01/11/2020,30/11/2020,USI,Upper South Island,328.200,503.449,65.2,3282.677,10.0
01/12/2020,31/12/2020,USI,Upper South Island,350.485,518.448,67.6,3319.776,10.6
01/01/2021,31/01/2021,USI,Upper South Island,335.969,505.327,66.5,3251.758,10.3
01/02/2021,28/02/2021,USI,Upper South Island,342.669,496.816,69.0,3065.085,11.2
01/03/2021,31/03/2021,USI,Upper South Island,361.917,528.677,68.5,3367.803,10.7
01/04/2021,30/04/2021,USI,Upper South Island,309.535,494.505,62.6,3271.144,9.5
01/05/2021,31/05/2021,USI,Upper South Island,286.502,537.196,53.3,3613.144,7.9
01/06/2021,30/06/2021,USI,Upper South Island,266.527,548.050,48.6,3620.248,7.4
01/07/2021,31/07/2021,USI,Upper South Island,277.144,586.355,47.3,3911.043,7.1
01/08/2021,31/08/2021,USI,Upper South Island,256.238,552.883,46.3,3735.518,6.9
01/09/2021,30/09/2021,USI,Upper South Island,271.855,515.901,52.7,3500.675,7.8
01/10/2021,31/10/2021,USI,Upper South Island,296.325,503.490,58.9,3417.332,8.7
01/11/2021,30/11/2021,USI,Upper South Island,353.490,531.431,66.5,3283.579,10.8
01/12/2021,31/12/2021,USI,Upper South Island,297.667,469.502,63.4,3250.744,9.2
01/01/2022,31/01/2022,USI,Upper South Island,351.839,516.250,68.2,3309.088,10.6
01/02/2022,28/02/2022,USI,Upper South Island,261.962,415.830,63.0,2994.316,8.7
01/03/2022,31/03/2022,USI,Upper South Island,319.707,495.623,64.5,3322.279,9.6
01/04/2022,30/04/2022,USI,Upper South Island,287.551,476.514,60.3,3193.306,9.0
01/05/2022,31/05/2022,USI,Upper South Island,291.531,533.127,54.7,3506.596,8.3
01/06/2022,30/06/2022,USI,Upper South Island,268.176,559.206,48.0,3626.541,7.4
01/07/2022,31/07/2022,USI,Upper South Island,281.833,610.625,46.2,3867.454,7.3
01/08/2022,31/08/2022,USI,Upper South Island,291.240,581.140,50.1,3819.744,7.6
01/09/2022,30/09/2022,USI,Upper South Island,284.588,525.293,54.2,3555.607,8.0
01/10/2022,31/10/2022,USI,Upper South Island,335.824,556.182,60.4,3525.041,9.5
01/11/2022,30/11/2022,USI,Upper South Island,339.991,509.300,66.8,3235.236,10.5
01/12/2022,31/12/2022,USI,Upper South Island,321.593,489.485,65.7,3235.090,9.9
01/01/2023,31/01/2023,USI,Upper South Island,350.356,514.188,68.1,3269.629,10.7
01/02/2023,28/02/2023,USI,Upper South Island,315.646,471.096,67.0,2987.939,10.6
01/03/2023,31/03/2023,USI,Upper South Island,299.390,482.996,62.0,3262.319,9.2
01/04/2023,30/04/2023,USI,Upper South Island,269.454,468.734,57.5,3181.890,8.5
01/05/2023,31/05/2023,USI,Upper South Island,284.995,532.097,53.6,3560.963,8.0
01/06/2023,30/06/2023,USI,Upper South Island,267.083,551.586,48.4,3637.642,7.3
01/07/2023,31/07/2023,USI,Upper South Island,276.012,595.385,46.4,3827.601,7.2
01/08/2023,31/08/2023,USI,Upper South Island,297.994,606.784,49.1,3993.331,7.5
01/09/2023,30/09/2023,USI,Upper South Island,306.689,540.911,56.7,3491.623,8.8
01/10/2023,31/10/2023,USI,Upper South Island,297.818,507.939,58.6,3469.761,8.6
01/11/2023,30/11/2023,USI,Upper South Island,319.184,502.311,63.5,3276.148,9.7
01/12/2023,31/12/2023,USI,Upper South Island,339.660,516.500,65.8,3335.235,10.2
01/01/2024,31/01/2024,USI,Upper South Island,367.875,538.869,68.3,3380.764,10.9
01/02/2024,29/02/2024,USI,Upper South Island,349.728,511.364,68.4,3225.684,10.8
01/03/2024,31/03/2024,USI,Upper South Island,340.564,531.507,64.1,3393.768,10.0
01/04/2024,30/04/2024,USI,Upper South Island,291.577,499.452,58.4,3323.179,8.8
01/05/2024,31/05/2024,USI,Upper South Island,295.407,588.466,50.2,3795.754,7.8
01/06/2024,30/06/2024,USI,Upper South Island,261.586,559.543,46.7,3578.530,7.3
